sale_id,product_id,customer_id,quantity,sale_date,price
55,177,455,9,2022-06-09,12.16
56,113,652,3,2022-10-22,60.51
57,138,704,9,2022-02-19,23.14
58,195,88,4,2022-04-10,30.47
59,104,482,9,2022-07-04,20.95
60,191,47,3,2022-04-06,56.79
61,141,188,3,2022-11-07,93.22
62,100,683,1,2022-09-17,59.58
63,183,11,5,2022-04-29,25.78
64,138,639,4,2022-11-12,27.36
65,131,529,2,2022-09-16,75.23
66,157,237,7,2022-08-15,80.38
67,131,513,8,2022-01-31,13.42
68,182,741,3,2022-02-12,80.61
69,171,321,1,2022-08-08,67.37
70,105,410,3,2022-06-13,48.14
71,128,270,8,2022-10-31,15.32
72,121,67,6,2022-02-17,11.5
73,134,142,1,2022-11-01,77.33
74,101,817,8,2022-07-29,55.02
75,197,280,8,2022-04-21,12.55
76,128,472,3,2022-04-19,95.12
77,178,863,7,2022-06-08,45.9
78,121,304,5,2022-07-06,16.07
79,130,35,4,2022-11-23,56.67
80,110,414,8,2022-04-22,22.07
81,157,518,3,2022-12-23,10.99
82,173,970,4,2022-03-30,34.18
83,185,271,4,2022-05-05,67.28
84,153,405,1,2022-09-08,89.25
85,111,989,4,2022-05-03,37.52
86,163,330,5,2022-02-13,96.62
87,153,920,5,2022-04-27,92.44
88,187,662,9,2022-08-25,34.54
89,125,76,5,2022-07-27,86.05
90,142,199,9,2022-01-27,57.9
91,145,399,7,2022-11-12,53.59
92,158,211,8,2022-11-04,48.34
93,190,522,7,2022-08-25,83.78
94,117,408,4,2022-10-31,42.39
95,145,557,4,2022-07-18,11.79
96,179,952,4,2022-09-13,33.58
97,142,265,3,2022-02-08,98.8
98,153,28,8,2022-08-25,59.71
99,125,944,6,2022-10-29,66.57
100,197,563,7,2022-10-07,36.42
101,151,831,4,2022-11-20,97.06
102,163,320,8,2022-11-02,30.31
103,140,925,4,2022-04-20,59.0
104,122,173,2,2022-07-29,59.67
105,180,924,3,2022-10-21,43.66
106,159,395,2,2022-12-28,38.63
107,170,688,1,2022-09-26,35.77
108,156,960,6,2022-10-30,56.14
109,148,168,2,2022-08-21,21.02
110,109,557,1,2022-05-26,95.96
111,164,551,7,2022-10-19,66.65
112,141,713,4,2022-07-31,62.4
113,190,551,2,2022-01-25,17.85
114,150,817,3,2022-12-13,22.85
115,143,352,2,2022-07-08,37.28
116,156,27,7,2022-07-08,20.55
117,116,614,6,2022-09-19,33.97
118,173,446,4,2022-11-24,45.02
119,170,259,4,2022-11-17,77.97
120,151,42,2,2022-09-08,53.7
121,153,513,3,2022-10-04,80.47
122,166,858,9,2022-05-02,24.2
123,118,85,4,2022-04-27,62.91
124,118,885,4,2022-09-29,70.4
125,118,949,4,2022-05-08,84.29
126,117,489,2,2022-04-08,33.35
127,121,705,8,2022-07-28,78.76
128,188,932,3,2022-07-28,92.98
129,135,810,3,2022-06-17,59.62
130,104,485,5,2022-11-01,83.65
131,147,169,5,2022-08-20,77.76
132,121,198,3,2022-09-04,74.81
133,125,929,7,2022-05-25,51.57
134,196,967,3,2022-02-12,98.95
135,174,205,4,2022-02-03,30.0
136,137,722,6,2022-10-08,63.25
137,163,202,5,2022-01-18,20.9
138,134,824,4,2022-08-13,44.72
139,143,806,6,2022-07-25,88.18
140,123,341,9,2022-12-11,38.82
141,119,189,5,2022-09-10,28.13
142,135,154,6,2022-10-06,58.91
143,156,821,6,2022-02-02,28.76
144,110,793,4,2022-09-10,18.93
145,178,585,9,2022-06-10,35.71
146,102,572,8,2022-08-16,58.47
147,159,977,1,2022-12-09,58.57
148,113,39,6,2022-01-13,16.31
149,137,594,7,2022-01-16,34.8
150,180,932,3,2022-09-27,94.51
151,100,414,2,2022-10-19,80.36
152,185,438,7,2022-06-06,46.99
153,198,398,3,2022-03-21,15.15
154,167,511,9,2022-01-27,29.77
155,188,367,4,2022-11-23,30.38
156,185,329,4,2022-10-28,32.0
157,104,586,1,2022-05-28,53.78
158,128,32,4,2022-09-30,63.9
159,186,446,2,2022-02-18,98.97
160,157,578,8,2022-10-24,53.13
161,142,360,9,2022-02-03,78.43
162,158,946,6,2022-10-25,16.55
163,112,878,4,2022-11-18,37.01
164,177,860,9,2022-04-15,82.09
165,119,229,9,2022-02-11,10.23
166,179,581,2,2022-12-26,19.62
167,171,48,7,2022-04-21,34.84
168,192,588,8,2022-10-29,11.76
169,126,209,8,2022-12-27,62.4
170,153,116,7,2022-05-18,82.39
171,173,224,9,2022-10-30,56.95
172,186,913,1,2022-04-20,95.2
173,156,188,2,2022-12-05,18.72
174,173,95,8,2022-07-12,52.7
175,119,537,2,2022-08-09,41.24
176,187,735,8,2022-04-22,17.21
177,164,184,2,2022-10-02,24.5
178,159,495,2,2022-10-06,55.21
179,194,176,6,2022-05-19,43.79
180,150,199,9,2022-02-18,45.39
181,170,129,3,2022-12-22,52.39
182,187,933,3,2022-02-03,77.59
183,154,503,8,2022-07-03,63.34
184,107,741,7,2022-12-04,42.18
185,185,141,5,2022-12-20,88.28
186,196,823,6,2022-01-05,42.65
187,182,126,8,2022-08-25,50.45
188,184,180,1,2022-02-05,35.51
189,128,48,4,2022-04-06,22.89
190,196,854,5,2022-02-01,19.56
191,182,862,5,2022-03-27,64.08
192,145,380,5,2022-12-13,16.63
193,192,408,6,2022-10-22,39.59
194,103,91,6,2022-12-18,64.04
195,157,598,4,2022-10-17,97.57
196,115,991,3,2022-03-19,70.52
197,177,491,2,2022-02-09,32.96
198,167,533,7,2022-05-04,10.53
199,103,486,4,2022-11-17,74.58
200,135,427,8,2022-01-12,98.28
201,164,821,5,2022-09-10,15.48
202,183,454,7,2022-07-17,87.46
203,125,619,5,2022-11-14,61.87
204,164,218,5,2022-11-14,88.59
205,138,65,7,2022-11-03,77.29
206,170,414,7,2022-11-13,32.96
207,152,331,7,2022-12-13,42.67
208,106,693,3,2022-01-30,94.44
209,191,344,9,2022-03-26,73.24
210,169,26,2,2022-04-18,30.59
211,102,619,3,2022-11-29,15.24
212,132,422,4,2022-11-02,83.17
213,141,712,3,2022-01-28,60.07
214,115,424,5,2022-01-20,80.43
215,142,743,8,2022-12-16,49.91
216,173,465,9,2022-12-09,27.93
217,131,127,5,2022-10-09,91.66
218,185,706,9,2022-07-02,21.93
219,102,478,2,2022-06-09,34.68
220,183,892,8,2022-04-10,26.71
221,159,889,4,2022-11-17,28.52
222,109,302,3,2022-05-19,95.36
223,183,287,3,2022-12-12,34.47
224,190,329,4,2022-10-12,28.49
225,105,675,9,2022-08-06,28.78
226,146,51,8,2022-10-01,88.86
227,102,18,3,2022-10-28,12.4
228,187,58,5,2022-02-19,88.72
229,156,875,8,2022-07-29,36.03
230,196,11,7,2022-04-08,56.1
231,165,225,2,2022-08-15,47.78
232,141,227,3,2022-11-02,32.31
233,158,169,1,2022-05-02,35.11
234,141,926,1,2022-07-27,68.22
235,130,495,4,2022-10-17,97.84
236,191,947,4,2022-05-13,53.87
237,189,645,5,2022-05-17,56.73
238,100,56,8,2022-06-29,70.36
239,158,50,6,2022-11-17,57.57
240,171,197,6,2022-05-13,23.61
241,134,542,3,2022-01-31,99.56
242,164,748,2,2022-05-23,28.37
243,125,925,5,2022-09-12,63.22
244,181,878,5,2022-09-15,48.39
245,115,710,9,2022-09-25,51.33
246,128,356,9,2022-12-01,78.32
247,190,10,3,2022-08-28,70.72
248,108,276,9,2022-07-07,22.27
249,155,246,8,2022-09-25,25.38
250,198,856,4,2022-04-20,52.76
251,131,592,3,2022-02-27,55.61
252,181,693,5,2022-08-19,19.92
253,109,745,6,2022-05-01,53.98
254,127,212,8,2022-02-14,83.0
255,145,175,7,2022-12-28,68.64
256,177,180,3,2022-04-15,18.99
257,187,379,2,2022-12-06,28.04
258,184,660,9,2022-08-27,60.26
259,181,32,8,2022-07-21,35.96
260,148,898,8,2022-02-06,86.78
261,180,825,7,2022-08-07,21.33
262,114,748,6,2022-02-09,30.65
263,110,467,1,2022-07-04,27.68
264,129,799,6,2022-10-28,13.32
265,182,587,7,2022-07-15,24.55
266,175,393,5,2022-06-30,99.31
267,130,28,9,2022-11-06,94.6
268,142,640,5,2022-05-20,18.67
269,128,240,5,2022-07-12,92.71
270,162,361,3,2022-08-19,71.46
271,154,336,6,2022-12-06,49.76
272,167,56,4,2022-04-08,55.02
273,149,342,2,2022-06-14,21.78
274,186,879,8,2022-03-09,84.17
275,140,61,2,2022-10-07,75.94
276,148,690,5,2022-05-21,70.57
277,128,523,3,2022-06-18,24.01
278,110,752,5,2022-11-24,10.03
279,112,852,6,2022-08-23,85.24
280,153,766,1,2022-07-18,15.73
281,193,313,3,2022-02-03,30.62
282,192,826,9,2022-01-10,40.68
283,158,548,2,2022-09-22,43.79
284,191,396,7,2022-05-19,38.57
285,143,796,6,2022-04-03,21.0
286,102,284,7,2022-04-06,70.74
287,110,40,6,2022-09-27,93.88
288,195,634,8,2022-03-16,17.22
289,193,901,8,2022-08-01,72.67
290,116,340,4,2022-07-30,89.91
291,153,142,3,2022-09-03,98.8
292,114,555,1,2022-09-24,30.48
293,154,296,5,2022-04-19,71.44
294,114,831,4,2022-03-02,57.35
295,198,982,5,2022-01-21,72.96
296,115,813,3,2022-02-03,97.74
297,149,453,2,2022-03-07,96.88
298,170,984,5,2022-03-28,14.43
299,102,47,1,2022-12-11,73.85
300,187,697,2,2022-04-08,26.57
301,104,134,5,2022-01-09,84.06
302,177,762,7,2022-04-03,19.59
303,125,780,1,2022-08-30,48.98
304,161,776,5,2022-10-11,61.28
305,154,789,7,2022-10-21,79.48
306,170,310,5,2022-10-05,33.21
307,102,72,3,2022-07-09,99.34
308,139,257,5,2022-05-27,32.62
309,101,378,2,2022-04-25,78.54
310,101,255,5,2022-05-12,62.81
311,105,102,1,2022-03-13,96.61
312,175,687,4,2022-06-07,29.89
313,114,498,1,2022-04-22,70.58
314,183,231,4,2022-02-27,33.19
315,179,120,4,2022-10-24,55.17
316,157,410,9,2022-12-03,43.59
317,163,128,5,2022-04-29,31.24
318,152,725,4,2022-11-08,66.98
319,149,454,4,2022-06-23,49.34
320,184,719,2,2022-01-04,51.4
321,132,453,3,2022-01-01,39.27
322,149,51,6,2022-12-06,14.63
323,165,157,9,2022-10-17,87.62
324,168,624,4,2022-05-30,25.21
325,137,943,3,2022-10-13,35.1
326,185,681,8,2022-04-24,88.95
327,148,648,4,2022-12-05,81.25
328,110,684,9,2022-02-09,58.6
329,184,711,5,2022-10-20,36.88
330,115,391,6,2022-01-15,75.25
331,113,402,3,2022-11-24,32.22
332,100,677,3,2022-02-20,26.12
333,123,847,4,2022-08-26,32.13
334,169,669,8,2022-11-02,45.2
335,141,978,2,2022-10-14,20.52
336,190,283,5,2022-02-11,53.07
337,171,764,5,2022-12-11,60.4
338,180,71,8,2022-04-21,41.67
339,134,57,8,2022-11-28,54.9
340,129,360,4,2022-06-28,80.21
341,183,839,5,2022-11-26,82.16
342,182,666,4,2022-11-19,67.03
343,188,276,5,2022-12-29,19.99
344,178,536,1,2022-03-14,88.63
345,159,116,3,2022-07-13,87.46
346,177,587,2,2022-07-05,70.56
347,183,184,1,2022-03-24,85.05
348,135,717,7,2022-03-21,48.59
349,124,228,3,2022-09-29,54.62
350,190,424,4,2022-10-04,60.97
351,103,35,4,2022-10-13,47.09
352,170,366,1,2022-07-20,77.36
353,179,315,5,2022-04-30,52.8
354,111,656,9,2022-07-10,10.2
355,126,449,7,2022-02-14,71.58
356,175,621,6,2022-12-28,58.82
357,125,129,7,2022-02-16,64.37
358,177,620,4,2022-04-10,92.65
359,120,704,5,2022-09-17,39.98
360,155,491,1,2022-12-18,65.77
361,178,229,9,2022-05-08,27.15
362,152,937,4,2022-12-13,48.97
363,119,745,9,2022-10-28,11.28
364,119,93,2,2022-08-15,68.13
365,127,361,4,2022-07-10,72.14
366,154,200,3,2022-10-18,58.59
367,123,219,9,2022-04-08,15.35
368,166,28,4,2022-03-19,20.56
369,184,728,8,2022-08-26,59.95
370,127,385,7,2022-10-27,19.09
371,111,385,1,2022-11-12,54.76
372,126,734,3,2022-07-17,91.41
373,182,31,4,2022-09-16,36.72
374,169,490,4,2022-10-16,36.78
375,165,513,7,2022-08-24,39.99
376,159,511,7,2022-10-03,35.4
377,184,387,2,2022-08-27,78.9
378,151,955,1,2022-09-01,33.87
379,164,492,8,2022-10-23,68.86
380,159,509,6,2022-04-18,71.96
381,136,572,5,2022-11-25,22.95
382,170,206,9,2022-12-28,79.59
383,146,151,7,2022-03-23,14.03
384,122,612,1,2022-04-17,29.79
385,138,697,2,2022-01-28,86.21
386,131,816,6,2022-04-22,86.85
387,104,119,9,2022-08-06,26.49
388,196,786,5,2022-12-30,12.74
389,143,944,9,2022-05-01,51.83
390,166,155,9,2022-02-15,83.56
391,144,991,5,2022-09-21,37.54
392,138,968,2,2022-11-03,62.47
393,162,935,2,2022-11-29,54.36
394,130,184,4,2022-03-22,80.46
395,163,449,9,2022-10-30,17.83
396,177,625,3,2022-10-24,38.0
397,134,671,8,2022-05-31,92.33
398,120,905,1,2022-11-11,28.8
399,179,321,1,2022-07-30,42.8
400,120,771,2,2022-04-22,41.75
401,187,618,2,2022-12-25,33.43
402,168,913,6,2022-12-08,54.62
403,189,915,5,2022-04-06,69.52
404,151,792,5,2022-11-14,51.86
405,156,427,7,2022-07-17,24.87
406,111,653,8,2022-08-23,69.82
407,114,45,8,2022-08-08,51.63
408,174,744,6,2022-07-25,12.76
409,134,953,2,2022-04-18,59.39
410,130,741,6,2022-08-23,86.79
411,185,719,8,2022-10-25,14.57
412,146,302,1,2022-03-07,61.92
413,184,907,8,2022-06-07,15.77
414,169,435,2,2022-07-24,10.07
415,155,478,1,2022-04-10,77.0
416,186,891,5,2022-10-20,68.93
417,196,322,8,2022-04-19,31.34
418,195,949,5,2022-07-11,90.08
419,155,595,4,2022-04-20,57.5
420,102,271,8,2022-10-26,89.7
421,172,20,9,2022-09-26,14.49
422,186,120,2,2022-08-14,85.9
423,166,223,8,2022-03-10,10.62
424,171,178,4,2022-05-23,92.7
425,199,641,8,2022-01-24,30.88
426,135,517,8,2022-02-27,82.9
427,123,642,2,2022-05-17,29.84
428,154,793,5,2022-12-19,47.8
429,140,456,1,2022-04-25,16.93
430,139,321,7,2022-10-20,91.89
431,107,422,7,2022-10-25,82.72
432,125,594,2,2022-03-31,12.6
433,184,720,1,2022-03-01,24.33
434,113,965,8,2022-04-04,84.31
435,185,756,8,2022-05-21,46.7
436,143,637,3,2022-08-15,90.68
437,167,969,5,2022-12-20,90.25
438,103,433,2,2022-12-16,88.24
439,105,880,3,2022-12-23,63.66
440,145,21,7,2022-01-24,54.05
441,172,775,4,2022-08-23,94.22
442,193,639,2,2022-04-25,38.95
443,154,809,6,2022-08-06,31.89
444,102,768,5,2022-10-08,61.35
445,195,40,3,2022-10-11,39.89
446,140,931,6,2022-10-24,17.22
447,150,91,1,2022-08-26,58.34
448,118,14,7,2022-01-19,77.26
449,168,17,4,2022-11-03,63.67
450,102,279,5,2022-05-20,63.35
451,128,11,9,2022-04-13,50.35
452,181,20,1,2022-06-18,39.87
453,180,334,5,2022-08-30,91.56
454,180,338,7,2022-10-31,55.85
455,136,255,4,2022-05-29,12.93
456,170,739,8,2022-10-13,79.91
457,184,567,7,2022-09-07,19.16
458,111,318,8,2022-10-11,61.59
459,166,941,5,2022-07-21,90.71
460,130,71,1,2022-03-23,95.15
461,123,718,4,2022-10-14,50.37
462,174,993,9,2022-09-03,56.88
463,145,235,8,2022-04-06,16.87
464,167,122,2,2022-08-23,85.16
465,105,385,3,2022-02-03,10.82
466,146,138,2,2022-11-07,44.33
467,106,216,4,2022-10-19,20.53
468,194,809,8,2022-08-08,70.96
469,100,66,4,2022-04-20,23.87
470,159,748,7,2022-11-02,68.52
471,188,388,5,2022-01-28,47.36
472,151,541,4,2022-09-09,79.78
473,168,200,7,2022-05-13,89.47
474,140,736,5,2022-03-28,47.81
475,105,595,9,2022-02-24,94.06
476,110,384,5,2022-10-11,49.54
477,173,186,2,2022-09-27,47.09
478,113,622,2,2022-12-10,88.28
479,158,850,7,2022-03-10,13.38
480,145,636,8,2022-03-20,32.69
481,192,60,4,2022-03-28,72.21
482,195,333,4,2022-02-18,56.81
483,106,309,5,2022-04-12,46.2
484,189,18,9,2022-02-19,39.65
485,106,477,7,2022-11-19,78.76
486,176,971,6,2022-09-17,93.89
487,121,341,8,2022-12-14,22.43
488,170,588,1,2022-11-30,66.44
489,106,831,9,2022-12-25,69.85
490,123,543,4,2022-05-18,81.46
491,195,497,3,2022-09-25,35.68
492,112,315,9,2022-12-14,17.75
493,107,182,4,2022-02-23,44.88
494,185,410,8,2022-05-11,32.74
495,184,250,7,2022-02-18,22.75
496,103,488,1,2022-07-18,91.58
497,194,416,7,2022-03-03,27.42
498,149,709,3,2022-09-30,89.99
499,114,443,3,2022-01-10,92.83
500,174,296,6,2022-07-20,60.89
501,123,910,7,2022-05-21,47.16
502,172,45,7,2022-11-09,66.44
503,123,802,2,2022-06-22,11.37
504,145,997,3,2022-02-03,78.58
505,111,671,7,2022-08-16,84.97
506,165,675,1,2022-04-12,49.32
507,130,106,9,2022-12-07,93.6
508,100,851,5,2022-08-15,59.82
509,123,157,9,2022-01-19,78.65
510,128,91,3,2022-10-06,95.96
511,168,408,5,2022-10-06,82.15
512,155,55,4,2022-06-19,76.34
513,130,343,9,2022-08-09,33.04
514,194,191,8,2022-01-04,75.05
515,115,535,2,2022-11-16,30.73
516,174,360,6,2022-06-13,24.0
517,147,663,5,2022-02-19,48.78
518,191,599,6,2022-09-06,52.1
519,126,745,9,2022-05-07,11.9
520,193,536,4,2022-12-11,70.61
521,117,656,2,2022-08-22,14.54
522,158,105,4,2022-08-14,66.39
523,161,677,5,2022-02-03,18.17
524,138,907,3,2022-01-15,97.27
525,184,865,9,2022-01-09,50.67
526,187,703,5,2022-10-12,27.29
527,118,142,7,2022-06-27,63.36
528,197,83,7,2022-01-11,69.22
529,166,255,3,2022-06-28,14.5
530,101,629,8,2022-08-14,60.25
531,123,900,7,2022-04-18,81.45
532,192,339,8,2022-05-28,84.77
533,138,402,1,2022-01-15,25.89
534,164,162,7,2022-05-25,20.42
535,180,306,3,2022-08-18,64.32
536,109,35,4,2022-09-26,30.12
537,124,437,5,2022-05-26,13.02
538,198,588,7,2022-08-24,45.44
539,101,882,6,2022-04-24,74.14
540,173,300,9,2022-08-29,59.43
541,146,873,9,2022-12-15,91.37
542,192,226,6,2022-11-25,59.23
543,164,610,6,2022-03-08,86.19
544,196,916,6,2022-06-27,77.73
545,173,982,7,2022-02-21,70.6
546,154,917,4,2022-01-03,86.04
547,185,974,1,2022-05-30,66.18
548,114,632,3,2022-04-07,39.13
549,133,272,5,2022-12-11,34.38
550,180,482,3,2022-07-22,12.29
551,192,793,3,2022-10-20,21.38
552,108,114,6,2022-01-16,14.6
553,176,902,3,2022-09-17,63.23
554,146,67,4,2022-05-24,75.61
555,188,49,8,2022-12-08,83.36
556,119,404,6,2022-09-26,53.24
557,131,401,1,2022-07-29,49.02
558,122,206,8,2022-08-23,46.34
559,170,24,9,2022-10-08,63.8
560,148,385,5,2022-05-16,19.75
561,131,202,7,2022-08-09,40.7
562,128,785,6,2022-01-23,92.06
563,154,423,7,2022-01-27,63.68
564,167,370,1,2022-09-15,52.65
565,123,554,9,2022-08-05,31.08
566,168,675,7,2022-02-22,16.24
567,127,292,4,2022-08-09,87.2
568,113,682,8,2022-07-08,99.31
569,126,434,8,2022-01-13,91.36
570,126,879,8,2022-11-17,86.59
571,166,314,8,2022-12-12,83.57
572,140,199,6,2022-10-28,26.32
573,166,363,4,2022-12-15,60.67
574,138,602,3,2022-05-15,93.21
575,115,146,1,2022-05-05,74.52
576,174,603,3,2022-01-06,30.51
577,113,747,3,2022-09-18,99.96
578,132,514,5,2022-12-17,50.94
579,138,866,1,2022-08-14,83.25
580,122,708,1,2022-07-05,52.05
581,121,629,7,2022-04-17,45.48
582,186,585,9,2022-01-21,21.46
583,136,912,1,2022-10-09,72.48
584,109,205,2,2022-01-01,67.56
585,156,200,8,2022-10-20,44.94
586,122,686,5,2022-05-19,20.21
587,166,691,3,2022-10-24,44.81
588,145,504,4,2022-01-12,82.8
589,138,772,4,2022-09-13,60.22
590,154,226,8,2022-07-07,17.35
591,139,868,2,2022-06-22,66.54
592,141,665,8,2022-03-07,43.11
593,168,39,1,2022-05-26,13.05
594,104,538,8,2022-04-04,67.56
595,112,708,1,2022-08-03,45.12
596,183,816,4,2022-08-26,38.41
597,151,560,4,2022-08-19,49.84
598,111,108,3,2022-02-10,89.5
599,182,266,9,2022-08-01,54.56
600,159,939,5,2022-09-02,15.71
601,188,317,4,2022-01-08,88.61
602,132,655,4,2022-03-16,88.75
603,166,369,6,2022-07-31,17.22
604,173,88,6,2022-02-10,17.65
605,160,166,9,2022-07-15,98.11
606,140,798,4,2022-08-05,78.23
607,131,218,6,2022-10-15,35.84
608,143,305,7,2022-10-08,73.37
609,104,397,6,2022-10-16,12.45
610,109,42,2,2022-07-17,77.23
611,165,23,3,2022-05-01,48.84
612,120,930,8,2022-07-05,63.37
613,188,636,6,2022-08-02,46.55
614,154,576,1,2022-05-26,25.91
615,110,112,8,2022-06-30,94.88
616,196,548,1,2022-12-29,75.57
617,183,481,7,2022-10-20,64.04
618,178,457,1,2022-11-15,58.42
619,145,36,3,2022-11-20,82.21
620,177,412,9,2022-02-09,21.47
621,156,836,7,2022-12-04,24.65
622,187,995,3,2022-08-25,47.58
623,167,740,3,2022-02-28,41.64
624,165,72,5,2022-03-16,53.17
625,151,720,3,2022-09-19,33.93
626,190,427,7,2022-02-27,18.17
627,145,862,7,2022-08-01,73.25
628,166,300,1,2022-06-08,47.24
629,115,587,2,2022-06-23,44.18
630,191,790,6,2022-10-22,90.09
631,110,420,3,2022-05-19,11.12
632,191,901,8,2022-08-11,13.86
633,160,599,1,2022-09-02,53.79
634,184,251,3,2022-07-12,83.21
635,140,325,9,2022-07-14,87.33
636,160,705,8,2022-03-28,79.18
637,106,606,1,2022-01-27,58.23
638,138,195,9,2022-09-18,92.92
639,126,961,8,2022-06-08,84.15
640,167,439,1,2022-03-20,92.69
641,159,295,1,2022-04-25,67.91
642,186,336,6,2022-10-01,11.1
643,170,683,4,2022-01-20,38.5
644,196,313,4,2022-10-26,60.35
645,132,426,5,2022-04-07,89.55
646,141,543,6,2022-01-20,43.24
647,145,892,7,2022-10-19,61.55
648,136,56,6,2022-01-02,69.61
649,164,739,5,2022-06-05,19.71
650,103,435,1,2022-04-16,29.69
651,113,920,2,2022-01-19,45.26
652,169,139,1,2022-09-16,37.79
653,183,244,8,2022-02-24,60.61
654,185,407,7,2022-11-09,40.98
655,120,968,8,2022-01-10,69.67
656,123,328,5,2022-04-11,39.67
657,163,241,3,2022-11-14,28.83
658,198,816,1,2022-06-29,49.64
659,174,6,4,2022-01-30,28.58
660,192,330,4,2022-04-07,85.86
661,177,577,4,2022-02-10,69.76
662,192,124,9,2022-05-14,92.91
663,171,991,6,2022-12-13,88.54
664,117,961,9,2022-11-27,26.01
665,133,321,1,2022-09-19,89.32
666,145,703,7,2022-12-08,65.52
667,159,450,7,2022-05-15,31.63
668,191,297,9,2022-08-23,22.6
669,168,203,8,2022-09-07,47.32
670,177,295,7,2022-12-13,97.43
671,153,866,6,2022-09-13,34.04
672,147,656,6,2022-07-10,24.67
673,188,910,3,2022-12-30,71.61
674,182,727,8,2022-11-22,16.97
675,159,595,9,2022-05-06,81.76
676,158,41,6,2022-06-16,22.9
677,195,129,7,2022-08-02,76.83
678,112,342,7,2022-08-28,18.79
679,192,69,8,2022-07-23,11.49
680,190,469,4,2022-12-25,49.64
681,159,80,5,2022-03-17,29.83
682,118,206,4,2022-06-10,26.98
683,150,550,3,2022-05-08,82.7
684,180,178,5,2022-10-03,33.0
685,137,745,5,2022-05-05,74.65
686,180,724,2,2022-11-09,20.53
687,121,141,3,2022-04-24,96.19
688,102,376,4,2022-07-06,14.91
689,148,472,9,2022-07-23,35.5
690,170,796,1,2022-12-15,46.68
691,141,221,4,2022-10-03,83.89
692,129,623,6,2022-11-26,11.67
693,177,381,3,2022-05-06,69.59
694,148,334,6,2022-10-25,68.42
695,148,678,3,2022-11-09,55.39
696,165,930,5,2022-01-17,19.98
697,140,837,2,2022-12-13,12.11
698,160,377,6,2022-03-28,59.14
699,137,709,6,2022-08-17,83.11
700,114,276,9,2022-10-03,94.03
701,142,240,6,2022-08-19,59.62
702,150,724,4,2022-01-29,38.28
703,196,369,5,2022-12-09,36.45
704,163,240,1,2022-06-23,80.45
705,129,107,4,2022-04-25,87.3
706,171,246,3,2022-06-24,35.37
707,129,905,3,2022-08-15,64.2
708,157,370,6,2022-07-28,46.58
709,179,340,9,2022-05-14,99.04
710,170,679,7,2022-10-22,61.25
711,111,714,8,2022-03-17,30.67
712,101,731,3,2022-11-25,35.8
713,130,733,6,2022-09-25,26.7
714,180,84,3,2022-02-01,54.56
715,123,915,1,2022-09-28,70.43
716,161,458,9,2022-07-14,73.22
717,163,280,9,2022-01-15,10.33
718,108,41,4,2022-02-24,94.41
719,108,281,4,2022-03-28,78.43
720,182,589,3,2022-10-22,52.36
721,172,989,4,2022-05-29,99.81
722,102,122,9,2022-02-11,32.93
723,191,604,6,2022-04-16,46.43
724,190,971,4,2022-08-27,66.82
725,100,862,4,2022-10-15,62.72
726,125,270,3,2022-05-15,85.46
727,186,680,1,2022-10-20,63.33
728,188,51,5,2022-03-02,32.59
729,173,968,1,2022-07-16,17.03
730,198,405,9,2022-06-17,61.65
731,191,402,3,2022-08-09,54.71
732,194,678,8,2022-10-14,77.7
733,122,721,2,2022-03-08,41.42
734,135,972,2,2022-09-04,66.96
