product_id,customer_id,quantity,sale_date,price_sale,price_product,revenue,profit_margin
182,741,3,2022-02-12,80.61,97.16,241.82999999999998,11.871976181615176
171,321,1,2022-08-08,67.37,44.58,67.37,45.48018405818615
105,410,3,2022-06-13,48.14,42.76,144.42000000000002,28.08475280432074
128,270,8,2022-10-31,15.32,66.59,122.56,-271.9321148825065
121,67,6,2022-02-17,11.5,35.59,69.0,-152.78260869565216
134,142,1,2022-11-01,77.33,11.79,77.33,86.9390922022501
101,817,8,2022-07-29,55.02,57.76,440.16,17.702653580516177
197,280,8,2022-04-21,12.55,20.76,100.4,-35.85657370517928
128,472,3,2022-04-19,95.12,66.59,285.36,40.096719932716574
178,863,7,2022-06-08,45.9,18.48,321.3,70.43572984749456
121,304,5,2022-07-06,16.07,35.59,80.35,-80.89607965152457
130,35,4,2022-11-23,56.67,47.96,226.68,43.338627139580026
110,414,8,2022-04-22,22.07,85.09,176.56,-227.54870865428188
157,518,3,2022-12-23,10.99,79.96,32.97,-412.92083712465876
173,970,4,2022-03-30,34.18,15.85,136.72,76.03861907548276
185,271,4,2022-05-05,67.28,38.83,269.12,51.79845422116528
153,405,1,2022-09-08,89.25,33.6,89.25,75.00280112044818
111,989,4,2022-05-03,37.52,25.34,150.08,45.73560767590619
163,330,5,2022-02-13,96.62,81.78,483.1,33.843924653280894
153,920,5,2022-04-27,92.44,33.6,462.2,75.86542622241453
187,662,9,2022-08-25,34.54,10.88,310.86,73.94325419803127
125,76,5,2022-07-27,86.05,98.47,430.25,0.7321324811156252
142,199,9,2022-01-27,57.9,21.65,521.1,66.89119170984455
145,399,7,2022-11-12,53.59,14.92,375.13,77.7010636312745
158,211,8,2022-11-04,48.34,84.43,386.72,-55.33719486967315
190,522,7,2022-08-25,83.78,16.63,586.46,83.96992122224873
117,408,4,2022-10-31,42.39,84.07,169.56,-51.615947157348415
145,557,4,2022-07-18,11.79,14.92,47.16,-1.357082273112809
179,952,4,2022-09-13,33.58,18.32,134.32,52.44192972007147
142,265,3,2022-02-08,98.8,21.65,296.4,80.59716599190283
153,28,8,2022-08-25,59.71,33.6,477.68,62.63607435940379
125,944,6,2022-10-29,66.57,98.47,399.41999999999996,-28.316058284512557
197,563,7,2022-10-07,36.42,20.76,254.94,53.18506315211422
151,831,4,2022-11-20,97.06,47.1,388.24,64.45497630331754
163,320,8,2022-11-02,30.31,81.78,242.48,-110.88749587594853
140,925,4,2022-04-20,59.0,98.15,236.0,-17.881355932203384
122,173,2,2022-07-29,59.67,16.53,119.34,83.87799564270153
180,924,3,2022-10-21,43.66,85.35,130.98,-43.19743472285847
159,395,2,2022-12-28,38.63,49.07,77.26,18.664250582448876
170,688,1,2022-09-26,35.77,33.65,35.77,33.04445065697513
156,960,6,2022-10-30,56.14,77.2,336.84000000000003,-14.731029568934797
148,168,2,2022-08-21,21.02,41.55,42.04,-61.08468125594671
109,557,1,2022-05-26,95.96,64.91,95.96,51.20883701542309
164,551,7,2022-10-19,66.65,35.9,466.55000000000007,61.845461365341336
141,713,4,2022-07-31,62.4,50.86,249.6,36.746794871794876
190,551,2,2022-01-25,17.85,16.63,35.7,24.76190476190477
150,817,3,2022-12-13,22.85,85.1,68.55000000000001,-195.44857768052518
143,352,2,2022-07-08,37.28,19.72,74.56,59.06652360515022
156,27,7,2022-07-08,20.55,77.2,143.85,-213.43065693430657
116,614,6,2022-09-19,33.97,19.27,203.82,67.05916985575509
173,446,4,2022-11-24,45.02,15.85,180.08,81.80808529542426
170,259,4,2022-11-17,77.97,33.65,311.88,69.28305758625112
151,42,2,2022-09-08,53.7,47.1,107.4,35.754189944134076
153,513,3,2022-10-04,80.47,33.6,241.41,72.27538212998633
166,858,9,2022-05-02,24.2,32.0,217.79999999999998,19.752066115702473
118,85,4,2022-04-27,62.91,61.77,251.64,18.550309966618972
118,885,4,2022-09-29,70.4,61.77,281.6,27.215909090909097
118,949,4,2022-05-08,84.29,61.77,337.16,39.209870684541464
117,489,2,2022-04-08,33.35,84.07,66.7,-92.71364317841078
121,705,8,2022-07-28,78.76,35.59,630.08,63.09040121889284
188,932,3,2022-07-28,92.98,38.2,278.94,73.74704237470424
135,810,3,2022-06-17,59.62,30.7,178.85999999999999,63.55249916135526
104,485,5,2022-11-01,83.65,41.12,418.25,69.21697549312611
147,169,5,2022-08-20,77.76,47.06,388.8,59.13065843621399
121,198,3,2022-09-04,74.81,35.59,224.43,61.141558615158395
125,929,7,2022-05-25,51.57,98.47,360.99,-65.63893736668605
196,967,3,2022-02-12,98.95,17.19,296.85,88.26680141485599
174,205,4,2022-02-03,30.0,92.92,120.0,-139.96666666666664
137,722,6,2022-10-08,63.25,35.5,379.5,55.873517786561266
163,202,5,2022-01-18,20.9,81.78,104.5,-205.83732057416273
134,824,4,2022-08-13,44.72,11.79,178.88,77.41502683363149
143,806,6,2022-07-25,88.18,19.72,529.08,82.69448854615558
123,341,9,2022-12-11,38.82,83.34,349.38,-72.97784647089131
119,189,5,2022-09-10,28.13,40.95,140.65,2.6306434411660096
135,154,6,2022-10-06,58.91,30.7,353.46,63.113223561364784
156,821,6,2022-02-02,28.76,77.2,172.56,-123.95688456189148
110,793,4,2022-09-10,18.93,85.09,75.72,-281.8806127839409
178,585,9,2022-06-10,35.71,18.48,321.39,61.99943993279193
102,572,8,2022-08-16,58.47,13.13,467.76,82.00786728236703
159,977,1,2022-12-09,58.57,49.07,58.57,46.354789141198566
113,39,6,2022-01-13,16.31,46.19,97.85999999999999,-154.81299816063768
137,594,7,2022-01-16,34.8,35.5,243.59999999999997,19.798850574712638
180,932,3,2022-09-27,94.51,85.35,283.53000000000003,33.848270024336045
100,414,2,2022-10-19,80.36,35.97,160.72,60.154305624688895
185,438,7,2022-06-06,46.99,38.83,328.93,30.985316024686107
198,398,3,2022-03-21,15.15,24.23,45.45,-14.323432343234321
167,511,9,2022-01-27,29.77,14.6,267.93,60.76587168290225
188,367,4,2022-11-23,30.38,38.2,121.52,19.65108624094799
185,329,4,2022-10-28,32.0,38.83,128.0,-1.3437499999999991
104,586,1,2022-05-28,53.78,41.12,53.78,52.11974711788769
128,32,4,2022-09-30,63.9,66.59,255.6,10.829420970266042
186,446,2,2022-02-18,98.97,69.5,197.94,44.08406587854905
157,578,8,2022-10-24,53.13,79.96,425.04,-6.098249576510436
142,360,9,2022-02-03,78.43,21.65,705.8700000000001,75.55782226188958
158,946,6,2022-10-25,16.55,84.43,99.30000000000001,-353.7160120845922
112,878,4,2022-11-18,37.01,65.48,148.04,-48.77060253985411
177,860,9,2022-04-15,82.09,31.1,738.8100000000001,69.19234985990985
119,229,9,2022-02-11,10.23,40.95,92.07000000000001,-167.74193548387095
179,581,2,2022-12-26,19.62,18.32,39.24,18.603465851172274
171,48,7,2022-04-21,34.84,44.58,243.88000000000002,-5.42479908151548
192,588,8,2022-10-29,11.76,63.24,94.08,-290.6462585034013
126,209,8,2022-12-27,62.4,22.81,499.2,75.2724358974359
153,116,7,2022-05-18,82.39,33.6,576.73,72.92147105231217
173,224,9,2022-10-30,56.95,15.85,512.5500000000001,85.61896400351185
186,913,1,2022-04-20,95.2,69.5,95.2,41.86974789915966
156,188,2,2022-12-05,18.72,77.2,37.44,-244.07051282051282
173,95,8,2022-07-12,52.7,15.85,421.6,84.45920303605313
119,537,2,2022-08-09,41.24,40.95,82.48,33.58389912706111
187,735,8,2022-04-22,17.21,10.88,137.68,47.70482277745497
164,184,2,2022-10-02,24.5,35.9,49.0,-3.7959183673469377
159,495,2,2022-10-06,55.21,49.07,110.42,43.09001992392682
194,176,6,2022-05-19,43.79,20.81,262.74,63.94153916419274
150,199,9,2022-02-18,45.39,85.1,408.51,-48.7332011456268
170,129,3,2022-12-22,52.39,33.65,157.17000000000002,54.28516892536743
187,933,3,2022-02-03,77.59,10.88,232.77,88.40056708338705
154,503,8,2022-07-03,63.34,33.5,506.72,68.18755920429429
107,741,7,2022-12-04,42.18,95.78,295.26,-100.2370791844476
185,141,5,2022-12-20,88.28,38.83,441.4,63.26461259628455
196,823,6,2022-01-05,42.65,17.19,255.89999999999998,72.77842907385697
182,126,8,2022-08-25,50.45,97.16,403.6,-40.81268582755204
184,180,1,2022-02-05,35.51,67.74,35.51,-40.63644043931287
128,48,4,2022-04-06,22.89,66.59,91.56,-148.9296636085627
196,854,5,2022-02-01,19.56,17.19,97.8,40.644171779141104
182,862,5,2022-03-27,64.08,97.16,320.4,-10.861423220973796
145,380,5,2022-12-13,16.63,14.92,83.14999999999999,28.14191220685508
192,408,6,2022-10-22,39.59,63.24,237.54000000000002,-16.039403889871163
103,91,6,2022-12-18,64.04,31.36,384.24,57.41723922548408
157,598,4,2022-10-17,97.57,79.96,390.28,42.22609408629702
115,991,3,2022-03-19,70.52,47.41,211.56,57.402155416903
177,491,2,2022-02-09,32.96,31.1,65.92,23.27063106796117
167,533,7,2022-05-04,10.53,14.6,73.71,-10.921177587844259
103,486,4,2022-11-17,74.58,31.36,298.32,63.43523732904265
135,427,8,2022-01-12,98.28,30.7,786.24,77.88970288970289
164,821,5,2022-09-10,15.48,35.9,77.4,-64.27648578811369
183,454,7,2022-07-17,87.46,57.15,612.2199999999999,41.26457809284244
125,619,5,2022-11-14,61.87,98.47,309.34999999999997,-38.063681913690004
164,218,5,2022-11-14,88.59,35.9,442.95000000000005,71.29472852466418
138,65,7,2022-11-03,77.29,78.58,541.0300000000001,10.609393194462417
170,414,7,2022-11-13,32.96,33.65,230.72,27.33616504854369
152,331,7,2022-12-13,42.67,32.32,298.69,53.691117881415515
106,693,3,2022-01-30,94.44,35.2,283.32,75.98475222363405
191,344,9,2022-03-26,73.24,13.12,659.16,88.69470234844347
169,26,2,2022-04-18,30.59,43.37,61.18,7.845701209545599
102,619,3,2022-11-29,15.24,13.13,45.72,30.971128608923888
132,422,4,2022-11-02,83.17,92.59,332.68,13.201875676325603
141,712,3,2022-01-28,60.07,50.86,180.21,34.29332445480273
115,424,5,2022-01-20,80.43,47.41,402.15000000000003,62.65075220688799
142,743,8,2022-12-16,49.91,21.65,399.28,61.59086355439791
173,465,9,2022-12-09,27.93,15.85,251.37,70.67669172932331
131,127,5,2022-10-09,91.66,46.16,458.29999999999995,69.60506218634083
185,706,9,2022-07-02,21.93,38.83,197.37,-47.8796169630643
102,478,2,2022-06-09,34.68,13.13,69.36,69.66551326412919
183,892,8,2022-04-10,26.71,57.15,213.68,-92.32497192062897
159,889,4,2022-11-17,28.52,49.07,114.08,-10.168302945301551
109,302,3,2022-05-19,95.36,64.91,286.08,50.90184563758389
183,287,3,2022-12-12,34.47,57.15,103.41,-49.02814041195242
190,329,4,2022-10-12,28.49,16.63,113.96,52.860652860652856
105,675,9,2022-08-06,28.78,42.76,259.02,-20.291869353717846
146,51,8,2022-10-01,88.86,94.29,710.88,12.1764573486383
102,18,3,2022-10-28,12.4,13.13,37.2,15.161290322580651
187,58,5,2022-02-19,88.72,10.88,443.6,89.85572587917042
156,875,8,2022-07-29,36.03,77.2,288.24,-78.7676935886761
196,11,7,2022-04-08,56.1,17.19,392.7,79.3048128342246
165,225,2,2022-08-15,47.78,34.35,95.56,50.71159480954373
141,227,3,2022-11-02,32.31,50.86,96.93,-22.160321881770336
158,169,1,2022-05-02,35.11,84.43,35.11,-113.87069211050984
141,926,1,2022-07-27,68.22,50.86,68.22,42.143066549399
130,495,4,2022-10-17,97.84,47.96,391.36,67.18111201962388
191,947,4,2022-05-13,53.87,13.12,215.48,84.62966400594021
189,645,5,2022-05-17,56.73,40.63,283.65,41.12462541864975
100,56,8,2022-06-29,70.36,35.97,562.88,54.49118817509948
158,50,6,2022-11-17,57.57,84.43,345.42,-30.432516935904125
171,197,6,2022-05-13,23.61,44.58,141.66,-55.5696738670055
134,542,3,2022-01-31,99.56,11.79,298.68,89.8553635998393
164,748,2,2022-05-23,28.37,35.9,56.74,10.36305956996828
125,925,5,2022-09-12,63.22,98.47,316.1,-35.115469788041764
181,878,5,2022-09-15,48.39,69.43,241.95,-16.16036371151064
115,710,9,2022-09-25,51.33,47.41,461.96999999999997,41.4767192674849
128,356,9,2022-12-01,78.32,66.59,704.8799999999999,27.247191011235955
190,10,3,2022-08-28,70.72,16.63,212.16,81.00961538461539
108,276,9,2022-07-07,22.27,37.78,200.43,-26.53794342164347
155,246,8,2022-09-25,25.38,64.37,203.04,-99.76359338061468
198,856,4,2022-04-20,52.76,24.23,211.04,67.17210007581501
131,592,3,2022-02-27,55.61,46.16,166.82999999999998,49.90109692501349
181,693,5,2022-08-19,19.92,69.43,99.60000000000001,-182.17871485943772
109,745,6,2022-05-01,53.98,64.91,323.88,13.264171915524262
127,212,8,2022-02-14,83.0,95.62,664.0,-2.638554216867467
145,175,7,2022-12-28,68.64,14.92,480.48,82.59032634032634
177,180,3,2022-04-15,18.99,31.1,56.97,-33.17535545023697
187,379,2,2022-12-06,28.04,10.88,56.08,67.90299572039943
184,660,9,2022-08-27,60.26,67.74,542.34,17.125788250912713
181,32,8,2022-07-21,35.96,69.43,287.68,-56.31256952169077
148,898,8,2022-02-06,86.78,41.55,694.24,60.98179303987094
180,825,7,2022-08-07,21.33,85.35,149.31,-193.10829817158935
114,748,6,2022-02-09,30.65,48.3,183.89999999999998,-17.748776508972284
110,467,1,2022-07-04,27.68,85.09,27.68,-161.16329479768788
129,799,6,2022-10-28,13.32,30.06,79.92,-37.23723723723724
182,587,7,2022-07-15,24.55,97.16,171.85,-189.36863543788192
175,393,5,2022-06-30,99.31,94.4,496.55,24.237236934850475
130,28,9,2022-11-06,94.6,47.96,851.4,66.05708245243129
142,640,5,2022-05-20,18.67,21.65,93.35000000000001,-2.6780931976432774
128,240,5,2022-07-12,92.71,66.59,463.54999999999995,38.539531873584295
162,361,3,2022-08-19,71.46,94.35,214.38,-16.90456199272322
154,336,6,2022-12-06,49.76,33.5,298.56,59.505627009646304
167,56,4,2022-04-08,55.02,14.6,220.08,78.77135587059252
149,342,2,2022-06-14,21.78,61.88,43.56,-109.91735537190081
186,879,8,2022-03-09,84.17,69.5,673.36,34.25210882737317
140,61,2,2022-10-07,75.94,98.15,151.88,8.41453779299447
148,690,5,2022-05-21,70.57,41.55,352.84999999999997,52.019271645175
128,523,3,2022-06-18,24.01,66.59,72.03,-137.31778425655975
110,752,5,2022-11-24,10.03,85.09,50.15,-620.7377866400799
112,852,6,2022-08-23,85.24,65.48,511.43999999999994,35.40591271703425
153,766,1,2022-07-18,15.73,33.6,15.73,-41.830896376350914
193,313,3,2022-02-03,30.62,50.15,91.86,-24.265186152841267
192,826,9,2022-01-10,40.68,63.24,366.12,-12.930186823992129
158,548,2,2022-09-22,43.79,84.43,87.58,-71.4775062799726
191,396,7,2022-05-19,38.57,13.12,269.99,78.53253824215712
143,796,6,2022-04-03,21.0,19.72,126.0,27.333333333333332
102,284,7,2022-04-06,70.74,13.13,495.17999999999995,85.12864009047215
110,40,6,2022-09-27,93.88,85.09,563.28,22.99744354495099
195,634,8,2022-03-16,17.22,14.09,137.76,39.198606271776995
193,901,8,2022-08-01,72.67,50.15,581.36,47.640016513004
116,340,4,2022-07-30,89.91,19.27,359.64,87.55422088755422
153,142,3,2022-09-03,98.8,33.6,296.4,77.41902834008097
114,555,1,2022-09-24,30.48,48.3,30.48,-18.40551181102363
154,296,5,2022-04-19,71.44,33.5,357.2,71.79451287793952
114,831,4,2022-03-02,57.35,48.3,229.4,37.07061900610287
198,982,5,2022-01-21,72.96,24.23,364.79999999999995,76.2609649122807
115,813,3,2022-02-03,97.74,47.41,293.21999999999997,69.26539799467976
149,453,2,2022-03-07,96.88,61.88,193.76,52.80759702725021
170,984,5,2022-03-28,14.43,33.65,72.15,-65.97366597366597
102,47,1,2022-12-11,73.85,13.13,73.85,85.7549085985105
187,697,2,2022-04-08,26.57,10.88,53.14,66.12721114038389
104,134,5,2022-01-09,84.06,41.12,420.3,69.36711872472043
177,762,7,2022-04-03,19.59,31.1,137.13,-29.09647779479326
125,780,1,2022-08-30,48.98,98.47,48.98,-74.39771335238875
161,776,5,2022-10-11,61.28,22.83,306.4,74.11879895561357
154,789,7,2022-10-21,79.48,33.5,556.36,74.6477101157524
170,310,5,2022-10-05,33.21,33.65,166.05,27.8831677205661
102,72,3,2022-07-09,99.34,13.13,298.02,89.41010670424804
139,257,5,2022-05-27,32.62,94.14,163.1,-118.57755977927653
101,378,2,2022-04-25,78.54,57.76,157.08,42.34784823020117
101,255,5,2022-05-12,62.81,57.76,314.05,27.909568540041395
105,102,1,2022-03-13,96.61,42.76,96.61,64.16520028982508
175,687,4,2022-06-07,29.89,94.4,119.56,-151.72298427567745
114,498,1,2022-04-22,70.58,48.3,70.58,48.86653442901671
183,231,4,2022-02-27,33.19,57.15,132.76,-54.77553479963845
179,120,4,2022-10-24,55.17,18.32,220.68,71.05310857350008
157,410,9,2022-12-03,43.59,79.96,392.31000000000006,-29.318651066758417
163,128,5,2022-04-29,31.24,81.78,156.2,-104.60947503201028
152,725,4,2022-11-08,66.98,32.32,267.92,70.498656315318
149,454,4,2022-06-23,49.34,61.88,197.36,7.336846372111886
184,719,2,2022-01-04,51.4,67.74,102.8,2.840466926070041
132,453,3,2022-01-01,39.27,92.59,117.81,-83.82989559460145
149,51,6,2022-12-06,14.63,61.88,87.78,-212.50854408749143
165,157,9,2022-10-17,87.62,34.35,788.58,73.12257475462224
168,624,4,2022-05-30,25.21,86.35,100.84,-198.4529948433161
137,943,3,2022-10-13,35.1,35.5,105.30000000000001,20.48433048433049
185,681,8,2022-04-24,88.95,38.83,711.6,63.541315345699836
148,648,4,2022-12-05,81.25,41.55,325.0,58.32615384615385
110,684,9,2022-02-09,58.6,85.09,527.4,-23.36177474402731
184,711,5,2022-10-20,36.88,67.74,184.4,-35.41214750542298
115,391,6,2022-01-15,75.25,47.41,451.5,60.0797342192691
113,402,3,2022-11-24,32.22,46.19,96.66,-28.988206083178163
100,677,3,2022-02-20,26.12,35.97,78.36,-22.58805513016846
123,847,4,2022-08-26,32.13,83.34,128.52,-108.994708994709
169,669,8,2022-11-02,45.2,43.37,361.6,37.63274336283186
141,978,2,2022-10-14,20.52,50.86,41.04,-92.34892787524366
190,283,5,2022-02-11,53.07,16.63,265.35,74.69380064066328
171,764,5,2022-12-11,60.4,44.58,302.0,39.188741721854306
180,71,8,2022-04-21,41.67,85.35,333.36,-50.03599712023038
134,57,8,2022-11-28,54.9,11.79,439.2,81.60291438979964
129,360,4,2022-06-28,80.21,30.06,320.84,77.20982421144495
183,839,5,2022-11-26,82.16,57.15,410.79999999999995,37.47565725413827
182,666,4,2022-11-19,67.03,97.16,268.12,-5.982395942115478
188,276,5,2022-12-29,19.99,38.2,99.94999999999999,-22.11105552776389
178,536,1,2022-03-14,88.63,18.48,88.63,84.68915717025838
159,116,3,2022-07-13,87.46,49.07,262.38,64.07500571689914
177,587,2,2022-07-05,70.56,31.1,141.12,64.15816326530613
183,184,1,2022-03-24,85.05,57.15,85.05,39.60023515579071
135,717,7,2022-03-21,48.59,30.7,340.13,55.278863963778555
124,228,3,2022-09-29,54.62,14.69,163.85999999999999,78.21310875137313
190,424,4,2022-10-04,60.97,16.63,243.88,77.97277349516155
103,35,4,2022-10-13,47.09,31.36,188.36,42.089615629645365
170,366,1,2022-07-20,77.36,33.65,77.36,69.04084798345397
179,315,5,2022-04-30,52.8,18.32,264.0,69.75378787878788
111,656,9,2022-07-10,10.2,25.34,91.8,-99.60784313725492
126,449,7,2022-02-14,71.58,22.81,501.06,78.44369935736239
175,621,6,2022-12-28,58.82,94.4,352.92,-27.91567494049642
125,129,7,2022-02-16,64.37,98.47,450.59000000000003,-32.70156905390709
177,620,4,2022-04-10,92.65,31.1,370.6,72.7037236913114
120,704,5,2022-09-17,39.98,81.43,199.89999999999998,-51.00050025012507
155,491,1,2022-12-18,65.77,64.37,65.77,22.91318230196137
178,229,9,2022-05-08,27.15,18.48,244.35,50.018416206261506
152,937,4,2022-12-13,48.97,32.32,195.88,59.64876454972432
119,745,9,2022-10-28,11.28,40.95,101.52,-142.81914893617022
119,93,2,2022-08-15,68.13,40.95,136.26,59.79744605900484
127,361,4,2022-07-10,72.14,95.62,288.56,-18.08982533961741
154,200,3,2022-10-18,58.59,33.5,175.77,65.60846560846562
123,219,9,2022-04-08,15.35,83.34,138.15,-337.4592833876222
166,28,4,2022-03-19,20.56,32.0,82.24,5.544747081712048
184,728,8,2022-08-26,59.95,67.74,479.6,16.697247706422026
127,385,7,2022-10-27,19.09,95.62,133.63,-346.2545835515977
111,385,1,2022-11-12,54.76,25.34,54.76,62.81957633308984
126,734,3,2022-07-17,91.41,22.81,274.23,83.1200087517777
182,31,4,2022-09-16,36.72,97.16,146.88,-93.46405228758172
169,490,4,2022-10-16,36.78,43.37,147.12,23.355084284937465
165,513,7,2022-08-24,39.99,34.35,279.93,41.11027756939235
159,511,7,2022-10-03,35.4,49.07,247.79999999999998,11.242937853107335
184,387,2,2022-08-27,78.9,67.74,157.8,36.70468948035489
151,955,1,2022-09-01,33.87,47.1,33.87,-1.8600531443755612
164,492,8,2022-10-23,68.86,35.9,550.88,63.0699970955562
159,509,6,2022-04-18,71.96,49.07,431.76,56.33685380767092
136,572,5,2022-11-25,22.95,39.25,114.75,-30.19607843137255
170,206,9,2022-12-28,79.59,33.65,716.3100000000001,69.90827993466515
146,151,7,2022-03-23,14.03,94.29,98.21,-456.23663578047046
122,612,1,2022-04-17,29.79,16.53,29.79,67.70728432359853
138,697,2,2022-01-28,86.21,78.58,172.42,19.858485094536587
131,816,6,2022-04-22,86.85,46.16,521.0999999999999,67.9217040875072
104,119,9,2022-08-06,26.49,41.12,238.41,2.7935069837674535
196,786,5,2022-12-30,12.74,17.19,63.7,8.869701726844589
143,944,9,2022-05-01,51.83,19.72,466.46999999999997,70.55759212811114
166,155,9,2022-02-15,83.56,32.0,752.04,76.75921493537578
144,991,5,2022-09-21,37.54,26.53,187.7,42.940863079381984
138,968,2,2022-11-03,62.47,78.58,124.94,-10.59708660156876
162,935,2,2022-11-29,54.36,94.35,108.72,-53.67917586460634
130,184,4,2022-03-22,80.46,47.96,321.84,60.091971165796664
163,449,9,2022-10-30,17.83,81.78,160.46999999999997,-258.4969153112732
177,625,3,2022-10-24,38.0,31.1,114.0,33.44736842105263
134,671,8,2022-05-31,92.33,11.79,738.64,89.06097693057512
120,905,1,2022-11-11,28.8,81.43,28.8,-109.61805555555554
179,321,1,2022-07-30,42.8,18.32,42.8,62.68691588785047
120,771,2,2022-04-22,41.75,81.43,83.5,-44.598802395209574
187,618,2,2022-12-25,33.43,10.88,66.86,73.07807358659886
168,913,6,2022-12-08,54.62,86.35,327.71999999999997,-37.75173928963749
189,915,5,2022-04-06,69.52,40.63,347.59999999999997,51.956271576524735
151,792,5,2022-11-14,51.86,47.1,259.3,33.47473968376398
156,427,7,2022-07-17,24.87,77.2,174.09,-158.98673100120624
111,653,8,2022-08-23,69.82,25.34,558.56,70.83930105986823
114,45,8,2022-08-08,51.63,48.3,413.04,30.098779779198136
174,744,6,2022-07-25,12.76,92.92,76.56,-464.1849529780564
134,953,2,2022-04-18,59.39,11.79,118.78,82.99376999494864
130,741,6,2022-08-23,86.79,47.96,520.74,63.00265007489343
